FECHA_FALLECIMIENTO,FEMENINO,MASCULINO
2021-01-15,122,211
2021-01-16,140,210
2021-01-17,120,206
2021-01-18,144,251
2021-01-19,154,266
2021-01-20,146,247
2021-01-21,173,268
2021-01-22,161,285
2021-01-23,195,306
2021-01-24,163,306
2021-01-25,208,375
2021-01-26,175,333
2021-01-27,191,331
2021-01-28,197,358
2021-01-29,196,341
2021-01-30,176,386
2021-01-31,206,426
2021-02-01,213,399
2021-02-02,190,371
2021-02-03,221,345
2021-02-04,222,405
2021-02-05,251,396
2021-02-06,197,387
2021-02-07,226,429
2021-02-08,230,435
2021-02-09,222,461
2021-02-10,256,406
2021-02-11,248,438
2021-02-12,268,470
2021-02-13,250,429
2021-02-14,239,449
2021-02-15,247,435
2021-02-16,257,475
2021-02-17,251,462
2021-02-18,254,430
2021-02-19,244,473
2021-02-20,239,456
2021-02-21,244,461
2021-02-22,242,459
2021-02-23,232,418
2021-02-24,245,432
2021-02-25,238,440
2021-02-26,253,428
2021-02-27,252,441
2021-02-28,262,408
2021-03-01,271,461
2021-03-02,238,450
2021-03-03,253,458
2021-03-04,234,431
2021-03-05,253,415
2021-03-06,236,395
2021-03-07,231,361
2021-03-08,225,443
2021-03-09,258,426
2021-03-10,212,413
2021-03-11,248,417
2021-03-12,214,409
2021-03-13,237,410
2021-03-14,258,384
2021-03-15,258,418
2021-03-16,235,441
2021-03-17,260,407
2021-03-18,259,442
2021-03-19,258,407
2021-03-20,257,363
2021-03-21,248,412
2021-03-22,239,440
2021-03-23,251,461
2021-03-24,281,429
2021-03-25,265,418
2021-03-26,262,442
2021-03-27,288,474
2021-03-28,307,433
2021-03-29,246,449
2021-03-30,284,468
2021-03-31,266,481
2021-04-01,268,480
2021-04-02,239,503
2021-04-03,296,453
2021-04-04,294,472
2021-04-05,290,504
2021-04-06,287,480
2021-04-07,309,441
2021-04-08,290,496
2021-04-09,311,529
2021-04-10,291,512
2021-04-11,317,494
2021-04-12,296,528
2021-04-13,323,508
2021-04-14,307,474
2021-04-15,294,458
2021-04-16,285,546
2021-04-17,289,494
2021-04-18,312,508
2021-04-19,310,525
2021-04-20,321,524
2021-04-21,297,498
2021-04-22,352,479
2021-04-23,304,520
2021-04-24,279,480
2021-04-25,298,465
2021-04-26,299,457
2021-04-27,261,468
2021-04-28,279,475
2021-04-29,274,517
2021-04-30,279,423
2021-05-01,257,468
2021-05-02,260,452
2021-05-03,244,473
2021-05-04,233,440
2021-05-05,265,443
2021-05-06,262,407
2021-05-07,262,397
2021-05-08,226,385
2021-05-09,215,408
2021-05-10,232,383
2021-05-11,228,366
2021-05-12,210,386
2021-05-13,215,348
2021-05-14,201,339
2021-05-15,177,371
2021-05-16,222,340
2021-05-17,178,328
2021-05-18,184,329
2021-05-19,211,321
2021-05-20,151,296
2021-05-21,188,308
2021-05-22,158,285
2021-05-23,179,286
2021-05-24,180,248
2021-05-25,178,251
2021-05-26,175,274
2021-05-27,161,285
2021-05-28,186,252
2021-05-29,161,258
2021-05-30,139,273
2021-05-31,156,237
2021-06-01,152,259
2021-06-02,134,246
2021-06-03,156,212
2021-06-04,119,209
2021-06-05,115,206
2021-06-06,111,190
2021-06-07,145,186
2021-06-08,106,174
2021-06-09,109,196
2021-06-10,123,190
2021-06-11,97,189
2021-06-12,51,100
